,0,1
1856,Doris Day,Jo Stafford
1857,Doris Day,Peggy Lee
1858,Doris Day,Rosemary Clooney
1859,Doris Day,Julie London
1860,Swingrowers,Pisk
1861,Swingrowers,The Electric Swing Circus
1862,Swingrowers,Jamie Berry
1863,Swingrowers,Swing Republic
1864,Swingrowers,Klischée
1865,Maroon 5,OneRepublic
1866,Maroon 5,Adam Levine
1867,Maroon 5,The Script
1868,Maroon 5,DNCE
1869,Maroon 5,Train
1870,Rema,Asake
1871,Rema,Victony
1872,Rema,Wizkid
1873,Rema,Davido
1874,Rema,Omah Lay
1875,Thierry Marchal,Ward Stetson
1876,Thierry Marchal,Hamilton Jones
1877,Thierry Marchal,Ray Royston
1878,Thierry Marchal,Andy Luma
1879,Thierry Marchal,Edward France
1880,The Home Team,Honey Revenge
1881,The Home Team,Broadside
1882,The Home Team,Bilmuri
1883,The Home Team,Arrows in Action
1884,The Home Team,Rain City Drive
1885,Purple Disco Machine,Kungs
1886,Purple Disco Machine,Ofenbach
1887,Purple Disco Machine,Felix Jaehn
1888,Purple Disco Machine,Lost Frequencies
1889,Purple Disco Machine,Robin Schulz
1890,Alexander 23,Jeremy Zucker
1891,Alexander 23,Chelsea Cutler
1892,Alexander 23,JP Saxe
1893,Alexander 23,John K.
1894,Alexander 23,Anson Seabra
1895,Greg Foat,The Greg Foat Group
1896,Greg Foat,Hampshire & Foat
1897,Greg Foat,Chip Wickham
1898,Greg Foat,Gianni Brezzo
1899,Greg Foat,Matthew Halsall
1900,Asiah,Nasri
1901,Asiah,Rotimi
1902,Asiah,Teischa
1903,Asiah,JMSN
1904,Asiah,Travis Garland
1905,The Black Keys,Dan Auerbach
1906,The Black Keys,The Arcs
1907,The Black Keys,Black Pistol Fire
1908,The Black Keys,The Raconteurs
1909,The Black Keys,The Blue Stones
1910,Drew Milner,Jacob Baron
1911,Drew Milner,Elvine Harley
1912,Drew Milner,Angela Rowles
1913,Drew Milner,Avery Miller
1914,Drew Milner,Dee Burton
1915,Awaken I Am,Nerv
1916,Awaken I Am,Caskets
1917,Awaken I Am,Wind Walkers
1918,Awaken I Am,Slaves
1919,Awaken I Am,Normandie
1920,Sabrina Carpenter,Olivia Rodrigo
1921,Sabrina Carpenter,Madison Beer
1922,Sabrina Carpenter,Taylor Swift
1923,Sabrina Carpenter,Ariana Grande
1924,Sabrina Carpenter,Tate McRae
1925,Oscar Peterson Trio,Oscar Peterson
1926,Oscar Peterson Trio,Ben Webster & Oscar Peterson
1927,Oscar Peterson Trio,Bill Evans Trio
1928,Oscar Peterson Trio,McCoy Tyner
1929,Oscar Peterson Trio,Cannonball Adderley
1930,Dave Wave,Jive Me
1931,Dave Wave,The Swing Bot
1932,Dave Wave,Atom Smith
1933,Dave Wave,Mr. Jazzek
1934,Dave Wave,Masha Ray
1935,Jacob De La Rose,Brandy Charles
1936,Jacob De La Rose,Roger Strauss
1937,Jacob De La Rose,George Alec
1938,Jacob De La Rose,Stan Stead
1939,Jacob De La Rose,Angelina Winter
1940,Marshmello,Martin Garrix
1941,Marshmello,The Chainsmokers
1942,Marshmello,Alan Walker
1943,Marshmello,Jonas Blue
1944,Marshmello,DJ Snake
1945,Noname,Saba
1946,Noname,Smino
1947,Noname,Mick Jenkins
1948,Noname,Chance the Rapper
1949,Noname,Isaiah Rashad
1950,Orion Sun,Rayana Jay
1951,Orion Sun,Amaria
1952,Orion Sun,Fousheé
1953,Orion Sun,Chase Shakur
1954,Orion Sun,Raveena
1955,Anne-Marie,Mabel
1956,Anne-Marie,Rita Ora
1957,Anne-Marie,Bebe Rexha
1958,Anne-Marie,Zara Larsson
1959,Anne-Marie,Julia Michaels
1960,Khalid,Bazzi
1961,Khalid,6LACK
1962,Khalid,H.E.R.
1963,Khalid,Kiana Ledé
1964,Khalid,Alina Baraz
1965,Edward France,Ray Royston
1966,Edward France,Angel Gregoire
1967,Edward France,Mannie Goldings
1968,Edward France,Louie Martin
1969,Edward France,Jules Pierre Gardot
1970,Erroll Garner,Art Tatum
1971,Erroll Garner,Oscar Peterson
1972,Erroll Garner,Bud Powell
1973,Erroll Garner,Red Garland
1974,Erroll Garner,Ahmad Jamal
1975,Jungle,Franc Moody
1976,Jungle,Neil Frances
1977,Jungle,Darius
1978,Jungle,Loaded Honey
1979,Jungle,FKJ
1980,Nothing But Thieves,Man-Made Sunshine
1981,Nothing But Thieves,Royal Blood
1982,Nothing But Thieves,Himalayas
1983,Nothing But Thieves,Airways
1984,Nothing But Thieves,Friday Pilots Club
1985,Thundercat,Louis Cole
1986,Thundercat,The Internet
1987,Thundercat,Steve Lacy
1988,Thundercat,Free Nationals
1989,Thundercat,Anderson .Paak
1990,Pearl Jam,Eddie Vedder
1991,Pearl Jam,Temple of the Dog
1992,Pearl Jam,Soundgarden
1993,Pearl Jam,Stone Temple Pilots
1994,Pearl Jam,Chris Cornell
1995,The Swinghoppers,Varrick Frost
1996,The Swinghoppers,Dimaa
1997,The Swinghoppers,Maskarade
1998,The Swinghoppers,Masha Ray
1999,The Swinghoppers,Good Co
2000,Underground Canopy,Snazzback
2001,Underground Canopy,okvsho
2002,Underground Canopy,Jazzbois
2003,Underground Canopy,Move 78
2004,Underground Canopy,I Am An Instrument
2005,Portraits in Jazz,Gathering in Jazz
2006,Portraits in Jazz,Owen Broder
2007,Portraits in Jazz,Karl-Martin Almqvist
2008,Portraits in Jazz,John Engels
2009,Portraits in Jazz,Thomas Sejthen Trio
2010,Nils Petter Molvær,Eivind Aarset
2011,Nils Petter Molvær,Tord Gustavsen Trio
2012,Nils Petter Molvær,Jan Garbarek
2013,Nils Petter Molvær,Bugge Wesseltoft
2014,Nils Petter Molvær,Tord Gustavsen Quartet
2015,Betty Booom,Swingrowers
2016,Betty Booom,Swing Republic
2017,Betty Booom,Jules Gaia
2018,Betty Booom,Bart & Baker
2019,Betty Booom,Dirty Honkers
2020,The French Note,Jeremy Moyer
2021,The French Note,Eric Brace
2022,The French Note,Sidney Bechet/Fernand Bonifay/Maria Bua
2023,The French Note,Camilla Ringquist
2024,The French Note,Gypsy Jazz Caravan
2025,Yadava,Ivan Conti
2026,Yadava,K15
2027,Yadava,Eddie C
2028,Yadava,foshe
2029,Yadava,Gerald Bailey
2030,Roger Strauss,George Alec
2031,Roger Strauss,Angelina Winter
2032,Roger Strauss,Stan Stead
2033,Roger Strauss,Dorothy McKenzie
2034,Roger Strauss,Angus Grove
2035,Rain City Drive,Nerv
2036,Rain City Drive,Dayseeker
2037,Rain City Drive,Wind Walkers
2038,Rain City Drive,Caskets
2039,Rain City Drive,Catch Your Breath
2040,Drake,PARTYNEXTDOOR
2041,Drake,DJ Khaled
2042,Drake,Drake & Future
2043,Drake,Bryson Tiller
2044,Drake,Tory Lanez
2045,Che Ecru,K. Forest
2046,Che Ecru,Artie J
2047,Che Ecru,Nobu Woods
2048,Che Ecru,Chase Shakur
2049,Che Ecru,Roy Woods
2050,Diplo,Jack Ü
2051,Diplo,Yellow Claw
2052,Diplo,Steve Aoki
2053,Diplo,Gryffin
2054,Diplo,The Chainsmokers
2055,Lady Gaga,Ke$ha
2056,Lady Gaga,Miley Cyrus
2057,Lady Gaga,Marina
2058,Lady Gaga,Addison Rae
2059,Lady Gaga,Lorde
2060,Ryo Fukui,Hiroshi Suzuki
2061,Ryo Fukui,Jiro Inagaki and His Soul Media
2062,Ryo Fukui,鈴木 弘
2063,Ryo Fukui,Casiopea
2064,Ryo Fukui,セキトオ・シゲオ
2065,Keanu Bicol,Phoneboy
2066,Keanu Bicol,Good Kid
2067,Keanu Bicol,Andrew Garden
2068,Keanu Bicol,The Rare Occasions
2069,Keanu Bicol,Last Dinosaurs
2070,Old Mervs,The Rions
2071,Old Mervs,Beddy Rays
2072,Old Mervs,The Grogans
2073,Old Mervs,The Terrys
2074,Old Mervs,Spacey Jane
2075,Radiohead,Thom Yorke
2076,Radiohead,Atoms for Peace
2077,Radiohead,Jeff Buckley
2078,Radiohead,The Strokes
2079,Radiohead,Weezer
2080,Joel Corry,Nathan Dawe
2081,Joel Corry,Jax Jones
2082,Joel Corry,Sigala
2083,Joel Corry,Sam Feldt
2084,Joel Corry,Meduza
2085,Lee Brice,Chris Young
2086,Lee Brice,Cole Swindell
2087,Lee Brice,Luke Bryan
2088,Lee Brice,Jason Aldean
2089,Lee Brice,Billy Currington
2090,Lady Blackbird,Lizz Wright
2091,Lady Blackbird,Dominique Fils-Aimé
2092,Lady Blackbird,Kandace Springs
2093,Lady Blackbird,Patricia Barber
2094,Lady Blackbird,José James
2095,Arlo Parks,Olivia Dean
2096,Arlo Parks,Jorja Smith
2097,Arlo Parks,Lianne La Havas
2098,Arlo Parks,Joesef
2099,Arlo Parks,Joy Crookes
2100,Parov Stelar,Parov Stelar Trio
2101,Parov Stelar,Hird
2102,Parov Stelar,Marsmobil
2103,Parov Stelar,Soma Sonic
2104,Parov Stelar,Bobby Hughes Combination
2105,Palaye Royale,YUNGBLUD
2106,Palaye Royale,Andy Black
2107,Palaye Royale,Friday Pilots Club
2108,Palaye Royale,Måneskin
2109,Palaye Royale,DEAD POET SOCIETY
2110,Dirty Loops,Cory Wong & Dirty Loops
2111,Dirty Loops,Cory Wong
2112,Dirty Loops,"Cody Fry, Cory Wong, Dynamo"
2113,Dirty Loops,Larnell Lewis
2114,Dirty Loops,Mark Lettieri
2115,Vistas,Sea Girls
2116,Vistas,The Snuts
2117,Vistas,The Sherlocks
2118,Vistas,corella
2119,Vistas,Sundara Karma
2120,Boozoo Bajou,Soma Sonic
2121,Boozoo Bajou,Marsmobil
2122,Boozoo Bajou,The Funky Lowlives
2123,Boozoo Bajou,The Mighty Bop
2124,Boozoo Bajou,Slow Train Soul
2125,Calvin Harris,David Guetta
2126,Calvin Harris,Swedish House Mafia
2127,Calvin Harris,Zedd
2128,Calvin Harris,Avicii
2129,Calvin Harris,Alesso
2130,Chris Standring,Paul Brown
2131,Chris Standring,Brian Simpson
2132,Chris Standring,Norman Brown
2133,Chris Standring,Nils
2134,Chris Standring,Chuck Loeb
2135,Wyldest,Arliston
2136,Wyldest,Softer Still
2137,Wyldest,Steve Buscemi's Dreamy Eyes
2138,Wyldest,Plastic Mermaids
2139,Wyldest,Few Bits
2140,George Alec,Stan Stead
2141,George Alec,Danny Walgreen
2142,George Alec,Bruno Sanders
2143,George Alec,Louie Martin
2144,George Alec,Alfredo Evans
2145,Paris Texas,Kenny Mason
2146,Paris Texas,Ag Club
2147,Paris Texas,Redveil
2148,Paris Texas,Teezo Touchdown
2149,Paris Texas,Kevin Abstract
2150,mgk,MOD SUN
2151,mgk,Machine Gun Kelly
2152,mgk,Sueco
2153,mgk,Chri$tian Gate$
2154,mgk,The Kid LAROI
2155,Martina DaSilva,Lauren Henderson
2156,Martina DaSilva,Cyrille Aimée
2157,Martina DaSilva,Jazzmeia Horn
2158,Martina DaSilva,Kandace Springs
2159,Martina DaSilva,Christian McBride
2160,A Day To Remember,Silverstein
2161,A Day To Remember,Beartooth
2162,A Day To Remember,We Came as Romans
2163,A Day To Remember,Memphis May Fire
2164,A Day To Remember,Blessthefall
2165,Måneskin,Damiano David
2166,Måneskin,Palaye Royale
2167,Måneskin,Mahmood
2168,Måneskin,The Warning
2169,Måneskin,The Pretty Reckless
2170,Jonny Libonate,Juliano Vidal Band
2171,Jonny Libonate,Ximena & Antonio
2172,Jonny Libonate,Michel Rosa
2173,Jonny Libonate,C. Moreira
2174,Jonny Libonate,Moreno Jazz Band
2175,MICHELLE,Helene Fischer
2176,MICHELLE,Andrea Berg
2177,MICHELLE,Beatrice Egli
2178,MICHELLE,Anna-Maria Zimmermann
2179,MICHELLE,Maite Kelly
2180,Eddie Condon,Tommy Dorsey Orchestra
2181,Eddie Condon,Jack Teagarden
2182,Eddie Condon,Bix Beiderbecke
2183,Eddie Condon,Artie Shaw
2184,Eddie Condon,Gene Austin
2185,Izzy Wise,Milan93
2186,Izzy Wise,Tar Blanche
2187,Izzy Wise,SWEG
2188,Izzy Wise,Juando
2189,Izzy Wise,Half Dead Dave
2190,Trippie Redd,Juice WRLD
2191,Trippie Redd,Lil Uzi Vert
2192,Trippie Redd,Ski Mask the Slump God
2193,Trippie Redd,Lil Skies
2194,Trippie Redd,SoFaygo
2195,LPB Poody,9lokknine
2196,LPB Poody,Dee Watkins
2197,LPB Poody,HotBoii
2198,LPB Poody,Ca$h Out
2199,LPB Poody,BLP KOSHER
2200,VIOLENT VIRA,Amira Elfeky
2201,VIOLENT VIRA,SWEET SPINE
2202,VIOLENT VIRA,Alexis Munroe
2203,VIOLENT VIRA,msliterate
2204,VIOLENT VIRA,Flyleaf
2205,Taylor Swift,Olivia Rodrigo
2206,Taylor Swift,Sabrina Carpenter
2207,Taylor Swift,Gracie Abrams
2208,Taylor Swift,Chappell Roan
2209,Taylor Swift,Lorde
2210,SWIM,Sev
2211,SWIM,Limi
2212,SWIM,Sani Knight
2213,SWIM,Nevertel
2214,SWIM,Dxvn.
2215,Ayra Starr,Fireboy DML
2216,Ayra Starr,Tems
2217,Ayra Starr,Victony
2218,Ayra Starr,Asake
2219,Ayra Starr,Omah Lay
2220,The Neighbourhood,Jesse®
2221,The Neighbourhood,Beach Weather
2222,The Neighbourhood,Arctic Monkeys
2223,The Neighbourhood,sombr
2224,The Neighbourhood,Jaymes Young
2225,Magpie Jazz Trio,Martin Landström
2226,Magpie Jazz Trio,The Blue Green
2227,Magpie Jazz Trio,Most Iverson
2228,Magpie Jazz Trio,The Central Park North
2229,Magpie Jazz Trio,Annie Berenson
2230,Mista Trick,North Base
2231,Mista Trick,IKS Big Band
2232,Mista Trick,Dreams Shadow
2233,Mista Trick,Lyre le temps
2234,Mista Trick,Swing Republic
2235,The Cooltrane Quartet,48th St. Collective
2236,The Cooltrane Quartet,Stella Starlight Trio
2237,The Cooltrane Quartet,Jamie Lancaster
2238,The Cooltrane Quartet,Sarah Menescal
2239,The Cooltrane Quartet,Eve St. Jones
2240,Nevertel,Awaken I Am
2241,Nevertel,ALESTI
2242,Nevertel,Too Close to Touch
2243,Nevertel,From Ashes to New
2244,Nevertel,Normandie
2245,Mary Jane Girls,"Evelyn ""Champagne"" King"
2246,Mary Jane Girls,Midnight Star
2247,Mary Jane Girls,Cherrelle
2248,Mary Jane Girls,Rick James
2249,Mary Jane Girls,Dazz Band
2250,Holborns,Flatland Park
2251,Holborns,Kuipers & Winter
2252,Holborns,The Mill Basin Band
2253,Holborns,Red Brick Lane
2254,Holborns,KTZ Players
2255,TWICE,JIHYO
2256,TWICE,NAYEON
2257,TWICE,TZUYU
2258,TWICE,NMIXX
2259,TWICE,ITZY
2260,Vincent Ingala,Jonathan Fritzén
2261,Vincent Ingala,Jay Soto
2262,Vincent Ingala,Norman Brown
2263,Vincent Ingala,Artur Bayramgalin
2264,Vincent Ingala,Brian Simpson
2265,Melody Gardot,Diana Krall
2266,Melody Gardot,Patricia Barber
2267,Melody Gardot,Cassandra Wilson
2268,Melody Gardot,Madeleine Peyroux
2269,Melody Gardot,Stacey Kent
2270,Hailu Mergia,Gétatchèw Mèkurya
2271,Hailu Mergia,Hailu Mergia and the Walias
2272,Hailu Mergia,Mulatu Astatke
2273,Hailu Mergia,Emahoy Tsege Mariam Gebru
2274,Hailu Mergia,Hailu Mergia & Dahlak Band
2275,THE ANXIETY,Willow
2276,THE ANXIETY,Duquesa
2277,THE ANXIETY,Cage the Elephant
2278,THE ANXIETY,Young the Giant
2279,THE ANXIETY,Arctic Monkeys
2280,Chris Norman,Smokie
2281,Chris Norman,Chris de Burgh
2282,Chris Norman,Chilly
2283,Chris Norman,Secret Service
2284,Chris Norman,F.R. David
2285,Metallica,Megadeth
2286,Metallica,Pantera
2287,Metallica,Slayer
2288,Metallica,Anthrax
2289,Metallica,Iron Maiden
2290,Cory Wong,The Fearless Flyers
2291,Cory Wong,Vulfpeck
2292,Cory Wong,Mark Lettieri
2293,Cory Wong,Vulfmon
2294,Cory Wong,Snarky Puppy
2295,Lithe,arya x
2296,Lithe,Sani Knight
2297,Lithe,Eli Sostre
2298,Lithe,M Huncho
2299,Lithe,Jahkoy
2300,Darci,Skeler
2301,Darci,Anfa Rose
2302,Darci,my!lane
2303,Darci,Skyfall Beats
2304,Darci,LOSTMANE
2305,Clean Bandit,Jonas Blue
2306,Clean Bandit,Sigala
2307,Clean Bandit,The Chainsmokers
2308,Clean Bandit,Jax Jones
2309,Clean Bandit,Calvin Harris
2310,Lost Frequencies,Robin Schulz
2311,Lost Frequencies,Kygo
2312,Lost Frequencies,Sam Feldt
2313,Lost Frequencies,Ofenbach
2314,Lost Frequencies,Felix Jaehn
2315,Lynyrd Skynyrd,Molly Hatchet
2316,Lynyrd Skynyrd,The Marshall Tucker Band
2317,Lynyrd Skynyrd,Blackfoot
2318,Lynyrd Skynyrd,The Allman Brothers Band
2319,Lynyrd Skynyrd,Bad Company
2320,De-Phazz,The Mighty Bop
2321,De-Phazz,Soma Sonic
2322,De-Phazz,Slow Train Soul
2323,De-Phazz,Marsmobil
2324,De-Phazz,The Funky Lowlives
2325,Pink Martini,Youn Sun Nah
2326,Pink Martini,Stacey Kent
2327,Pink Martini,Paris Combo
2328,Pink Martini,Gotan Project
2329,Pink Martini,Laura Fygi
2330,The S.P.Joy,Maskarade
2331,The S.P.Joy,Liel Bar-Z
2332,The S.P.Joy,The Swinghoppers
2333,The S.P.Joy,Gabby Sophia
2334,The S.P.Joy,Jafiki
2335,Shanice Green,Mike Ross
2336,Shanice Green,Lloyd Spiegel
2337,Shanice Green,The Gulls
2338,Shanice Green,Selwyn Birchwood
2339,Shanice Green,Mica Millar
2340,Dutty Moonshine Big Band,Varrick Frost
2341,Dutty Moonshine Big Band,Mr. Jazzek
2342,Dutty Moonshine Big Band,Atom Smith
2343,Dutty Moonshine Big Band,Dutty Moonshine
2344,Dutty Moonshine Big Band,Jenova Collective
2345,Ashe,FINNEAS
2346,Ashe,Maisie Peters
2347,Ashe,Lizzy McAlpine
2348,Ashe,Conan Gray
2349,Ashe,Gracie Abrams
2350,Terrace Martin,Dinner Party
2351,Terrace Martin,Robert Glasper Experiment
2352,Terrace Martin,Kamaal Williams
2353,Terrace Martin,Yussef Dayes
2354,Terrace Martin,Blue Lab Beats
2355,Sam Smith,Adele
2356,Sam Smith,Jessie J
2357,Sam Smith,Calum Scott
2358,Sam Smith,JP Cooper
2359,Sam Smith,James Arthur
2360,Katy Perry,Bebe Rexha
2361,Katy Perry,Dua Lipa
2362,Katy Perry,Ava Max
2363,Katy Perry,Miley Cyrus
2364,Katy Perry,Rihanna
2365,Svaneborg Kardyb,Hvalfugl
2366,Svaneborg Kardyb,Bremer/McCoy
2367,Svaneborg Kardyb,Jasmine Myra
2368,Svaneborg Kardyb,Matthew Halsall
2369,Svaneborg Kardyb,Kessoncoda
2370,Masego,SiR
2371,Masego,Rayana Jay
2372,Masego,Enny
2373,Masego,BLK ODYSSY
2374,Masego,Xavier Omär
2375,Lawson Rollins,Julian Vaughn
2376,Lawson Rollins,Tony Saunders
2377,Lawson Rollins,Skinny Hightower
2378,Lawson Rollins,Lowell Hopper
2379,Lawson Rollins,Threestyle
2380,Alex Isley,Amaria
2381,Alex Isley,Alex Isley & Jack Dine
2382,Alex Isley,Ambré
2383,Alex Isley,Kevin Ross
2384,Alex Isley,Tiana Major9
2385,Dabeull,A-P CONNECTION
2386,Dabeull,Delv!s
2387,Dabeull,Kraak & Smaak
2388,Dabeull,Satin Jackets
2389,Dabeull,Oliver Koletzki & Fran
2390,Tame Impala,Pond
2391,Tame Impala,GUM
2392,Tame Impala,Melody's Echo Chamber
2393,Tame Impala,Temples
2394,Tame Impala,MGMT
2395,Joesef,Two Another
2396,Joesef,Olivia Dean
2397,Joesef,Arlo Parks
2398,Joesef,Jordan Rakei
2399,Joesef,Joy Crookes
2400,Tiësto,Armin van Buuren
2401,Tiësto,Markus Schulz
2402,Tiësto,David Guetta
2403,Tiësto,Paul van Dyk
2404,Tiësto,Alesso
2405,Yung Bleu,Toosii
2406,Yung Bleu,YFN Lucci
2407,Yung Bleu,Rod Wave
2408,Yung Bleu,Fridayy
2409,Yung Bleu,K Camp
2410,Sir Chloe,Destroy Boys
2411,Sir Chloe,Vundabar
2412,Sir Chloe,Mother Mother
2413,Sir Chloe,Solya
2414,Sir Chloe,Mitski
2415,Alina Baraz,Sabrina Claudio
2416,Alina Baraz,Kiana Ledé
2417,Alina Baraz,Jayla Darden
2418,Alina Baraz,Sinéad Harnett
2419,Alina Baraz,Tanerélle
2420,Joji,88rising
2421,Joji,d4vd
2422,Joji,Bryant Barnes
2423,Joji,keshi
2424,Joji,Frank Ocean
2425,Tory Lanez,Bryson Tiller
2426,Tory Lanez,PARTYNEXTDOOR
2427,Tory Lanez,Drake
2428,Tory Lanez,A Boogie wit da Hoodie
2429,Tory Lanez,Don Toliver
2430,Mandevilla,Måns & Dotter
2431,Mandevilla,Eddie Harper
2432,Mandevilla,The Belleville Band
2433,Mandevilla,Bill Parker
2434,Mandevilla,Novo Stella
2435,John Coltrane,Miles Davis
2436,John Coltrane,John Coltrane Quartet
2437,John Coltrane,Wayne Shorter
2438,John Coltrane,McCoy Tyner
2439,John Coltrane,Charles Mingus
2440,Nation of Language,Future Islands
2441,Nation of Language,Dehd
2442,Nation of Language,Pale Blue Eyes
2443,Nation of Language,Working Men's Club
2444,Nation of Language,Cold Cave
2445,I DONT KNOW HOW BUT THEY FOUND ME,The Brobecks
2446,I DONT KNOW HOW BUT THEY FOUND ME,Saint Motel
2447,I DONT KNOW HOW BUT THEY FOUND ME,The Happy Fits
2448,I DONT KNOW HOW BUT THEY FOUND ME,Weathers
2449,I DONT KNOW HOW BUT THEY FOUND ME,The Hoosiers
2450,Kygo,Jonas Blue
2451,Kygo,Lost Frequencies
2452,Kygo,Sam Feldt
2453,Kygo,Mike Perry
2454,Kygo,Gryffin
2455,Sonder,Brent Faiyaz
2456,Sonder,Avenoir
2457,Sonder,Chase Shakur
2458,Sonder,PARTYNEXTDOOR
2459,Sonder,Paperboy Fabe
2460,SPINALL,Adekunle GOLD
2461,SPINALL,Olamide
2462,SPINALL,Fireboy DML
2463,SPINALL,DJ Tunez
2464,SPINALL,Wizkid
2465,The Coral,Ocean Colour Scene
2466,The Coral,Razorlight
2467,The Coral,Paul Weller
2468,The Coral,The Zutons
2469,The Coral,Babyshambles
2470,The Strokes,The Voidz
